"project_acronym","project","main_researcher","institution","details_project","budget_project","date_start_project","date_end_project"
"GeoBrown","Brownian geometry: at the interface between probability theory, combinatorics and mathematical physics.","Jean-François LE GALL","UNIVERSITE PARIS-SUD","The main purpose of this proposal is to explore the canonical models of planar random geometry that have been introduced in the recent years. We call this theory Brownian geometry because one of the central objects, the Brownian map, arises as the universal scaling limit of many  discrete models of large random graphs embedded in the plane, in a way very similar to Brownian motion, which is the continuous limit of many different classes of random paths. The preceding scaling limit holds for the Gromov-Hausdorff distance on compact metric spaces. Furthermore, recent developments show that, in addition to its metric structure, the Brownian map can be equipped with a conformal structure.

Our objectives will be to combine the different approaches to develop a systematic study of the Brownian map and its variants called the Brownian disk and the Brownian plane, as well as of the associated discrete models, which are finite graphs embedded in the plane or infinite random lattices such as the uniform infinite planar triangulation. We will also study random phenomena in random geometry, starting with random walks on infinite random lattices, with the ultimate goal of constructing Brownian motion on our continuous models. A question of importance in mathematical physics is to understand the behavior of statistical physics models in random geometry. Another fundamental question is to connect the conformal structure of the Brownian map with  the conformal embeddings that are known to exist for discrete planar maps.

The field of random geometry gives rise to exceptionally fruitful interactions between specialists of probability theory, theoretical physicists and mathematicians coming from other areas, in particular from combinatorics. To ensure the best chances of success for the proposed research, we will rely on the expertise of several members of the Laboratoire de Mathématiques d'Orsay, and on the unique environment of Université Paris-Sud and neighboring institutions.","1263607","2017-05-01","2022-04-30"
"GeoLocLang","GeoLocLang","Laurent FARGUES","CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS","""I formulated recently a conjecture that should allow to geometrize the local Langlands correspondence over a non-archimedean local field. This mixes p-adic Hodge theory, the geometric Langlands program and the classical local Langlands correspondence. This conjecture says that given a discrete local Langlands parameter of a reductive group over a local field of equal or unequal characteristic, one should be able to construct a perverse Hecke eigensheaf on the stack of G-bundles on the ""curve"" I defined and studied in my joint work with Fontaine. 
I propose to construct, study and establish the basic properties of the geometric objects involved in this conjecture, this stack of G-bundles being a ""perfectoid stacks"" in the framework of Scholze theory of perfectoid spaces. At the same time I propose to establish the first steps in the proof of this conjecture,  study particular cases in more details and explore consequences of this conjecture.""","1301863","2017-10-01","2022-09-30"
"GETOM","Geometry and Topology of Open Manifolds","Gérard Robert Besson","UNIVERSITE GRENOBLE ALPES","The purpose of this project is to study the interactions between Riemannian Geometry and the topology of open manifolds. A general question is to find the best Riemannian metric on a given manifold; a related question is to understand the topological consequences of the existence of a metric with given properties. This programme has already been highly successful in the compact case whereas basic questions are not answered in the open case. The key tool which ought to be used in the three items is the Ricci flow with bubbling off,  in dimension 3, described by myself and my collaborators. This opened the way to applying Ricci flow to non-compact manifolds and it is a breakthrough which gives a very optimistic approach to some deep conjectures. The study of Whitehead manifolds will open a wide realm of research  since results are scarce. This will provide work for quite a few graduate students and for several years. My goal is to make such a significant progress that the subject will become proeminent in Riemannian Geometry. Again, for this the Ricci flow will be an unavoidable tool. Constructing explicit Riemannian metrics with various properties is another goal, which pertains to the same circle of ideas, and will lead to a systematic study of these spaces. This is a new and groundbreaking direction of research. I have already obtained some results in these direction and I intend to go much further and to enhance my national and international collaborations using the grant if accepted.","998277","2013-02-01","2018-01-31"
"GLASSDEF","Driven Glasses: from statistical physics to materials properties","Jean-Louis Barrat","UNIVERSITE GRENOBLE ALPES","Amorphous systems form a large fraction of the solid materials that surround us, from polymer glasses to mineral or metallic glasses, from toothpaste (a colloidal paste) to granular materials. Still, a theoretical framework for describing the mechanical properties of such materials, comparable to the dislocation theory that describes crystalline systems, is still missing. Our understanding of prominent experimental feature such as the heterogeneous character of deformation, or the temperature and rate dependence of the mechanical response, is very limited.
These materials indeed combine several difficulties. In contrast to liquids or crystals, they are intrinsically out of equilibrium, and their microstructure presents a large statistical distribution of mechanically distinct local environments.  The importance of the notion of heterogeneity in the mechanical behaviour of amorphous systems is being increasingly recognized, still there is no numerical or theoretical model that incorporates this microscopic feature into a macroscopic description of deformation and flow.
The aim of the proposed research program is to build such models, within a multiscale approach seeking inspiration from dislocation dynamics, from the statistical physics of glasses and from the physics of dynamical critical phenomena. The proposed approach is based on a combination of intensive numerical simulations at the atomic scale and at a coarse grained scale, which will necessitate the development of efficient numerical schemes. The statistical analysis will allow us to understand the universal and non universal features of material behaviour in terms of the interactions between the atomic constituents, and to establish the validity and importance of new concepts such as mechanical activation or dynamical heterogeneities.","1763858","2012-07-01","2017-06-30"
"GLC","Langlands correspondence and its variants","David Kazhdan","THE HEBREW UNIVERSITY OF JERUSALEM","Sometimes in the sciences there are different yet complementary descriptions for the same object. This extends to the particle-wave duality of quantum mechanics; one mathematical analog of this duality is the Fourier transform. Questions that are difficult when formulated in one language of science may become simple when interpreted in another. The Langlands conjecture posits the existence of a correspondence between problems in arithmetic and in Representation Theory. The Langlands conjecture has only been proven for a limited number of cases, but even this has solved problems such as the famous Fermat conjecture. The aim of this project is to continue study of the &quot;classical&quot; aspects of the Langlands conjecture and to extend the conjecture to the quantum geometric Langlands correspondence, higher-dimensional fields, Kac-Moody groups (with D.Gaitsgory: quantum Langlands correspondence; D.Gaitsgory and E. Hrushevsi: groups over higher-dimensional fields; A. Braverman: Kac-Moody groups; R. Bezrukavnikov, S.Debacker, Y.Varshavsky: classical aspects of the correspondence; A. Berenstein: geometric crystals and crystal bases). The quantum case is much more symmetric than the classical case and can lead in the limit q-&gt;0 to new insights into the classical case. The quantum case is also related to the multiple Dirichlet series. New results in the quantum case would lead to progress in understanding important Number Theoretic questions. Extending the Langlands correspondence to groups over higher-dimensional fields could substantially enlarge its applicability. Studying Kac-Moody groups would provide tools for the new important class of L-functions. This progress could lead to a proof of the existence of the analytic continuation of classical L-functions. The geometric Langlands correspondence is closely related to T-symmetry in 4-dimensional gauge theory and the understanding of this relation is important for both Mathematics and Physics.","1277060","2010-01-01","2014-12-31"
"GlobalBioIm","Global integrative framework for Computational Bio-Imaging","Michael Unser","ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE","A powerful strategy for increasing the quality and resolution of medical and biological images is to acquire larger quantities of data (Fourier samples for MRI, projections for X-ray imaging) and to jointly reconstruct the complete signal by correctly reallocating the measurements in 3D space/time and integrating all the information available. The underlying image sequence is reconstructed globally as the result of a very large-scale optimization that exploits the redundancy of the signal (spatio-temporal correlation, sparsity) to improve the solution. Due to recent advances in the field, we are arguing that such a “bigger data” integration is now within reach and that our team is ideally qualified to lead the way. A successful outcome will profoundly impact the design of future bioimaging systems.
We are proposing a unifying framework for the development of such next-generation reconstruction algorithms with a clear separation between the physical (forward model) and signal-related (regularization, incorporation of prior constraints) aspects of the problem. The pillars of our formulation are: an operator algebra with a corresponding set of fast linear solvers; an advanced statistical framework for the principled derivation of reconstruction methods; and learning schemes for parameter optimization and self-tuning. These core technologies will be incorporated into a modular software library featuring the key components for the implementation and testing of iterative reconstruction algorithms. We shall apply our framework to improve upon the state of the art in the following modalities: 1) phase-contrast X-ray tomography in full 3D; 2) structured illumination microscopy; 3) single-particle analysis in cryo-electron tomography; 4) a novel multipose fluorescence microscopy; 5) real-time MRI, and 6) a new multimodal digital microscope. In all instances, we shall work in close collaboration with the imaging scientists who are in charge of the instrumentation.","2499515","2016-10-01","2021-09-30"
"GlobalMass","Global land ice, hydrology and ocean mass trends","Jonathan Louis BAMBER","UNIVERSITY OF BRISTOL","Sea level rise will be one of the most serious and costly consequences of future climate change. Constraining the sources and sinks of sea level change is essential for understanding the drivers of past variations and for improving predictions of future behaviour. Matching estimates of sea level rise with the components that affect it is a long standing problem in geosciences spanning multiple disciplines: oceanography, glaciology, hydrology and solid Earth physics. Traditionally, each part of the problem has been tackled separately using different data, techniques and physical understanding. This is because of the challenge in determining just one component but also because of the different expertise and understanding within the various communities.  The proposed research will, for the first time, tackle all components simultaneously. I will combine all the relevant observations (both from satellites and in situ) with physical principles of the coupled system to solve for all components of the sea level budget. First, I will produce a data-driven estimate for glacio-isostatic adjustment that is independent of any assumptions about Earth structure or ice loading history. Second, I will partition the sea level budget into its steric, hydrological, cryospheric and solid earth components for 1981-2020. Third, I will apply the methods and datasets to re-evaluate the 20th Century sea level record. These advances will also result in the determination of regional mass trends of land ice and hydrology over a ~30 year period. In the process of attaining these goals in geosciences, I will also develop state of the art techniques for statistical inference of Big Data.  I have developed and tested the approach, using a subset of the data, for the Antarctic ice sheet. The approach is unique, global in scale and will address fundamental problems across four different disciplines in geosciences, as well as advancing techniques in statistical inference and computer science.","2397430","2016-08-01","2021-07-31"
"GLOBALSEIS","NEW GOALS AND DIRECTIONS FOR OBSERVATIONAL GLOBAL SEISMOLOGY","Augustinus Nolet","CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS","One of the major paradoxes in the geosciences is the contrast between the geochemical evidence for limited mass-exchange between lower and upper mantle, and the geophysical arguments for significant mass exchange, needed to prevent the mantle from melting in the geological past. Seismic tomography, when ultimately combined with geodynamical modeling, needs to provide estimates of present-day flux. Indeed, tomography has shown evidence for slabs penetrating into the lower mantle; but no quantitative information on the degree of mass exchange and heat flux can, as yet, reliably be obtained from tomographic images.  It is crucial that the boundary between upper- and lower mantle be imaged at greater precision, certainly in the plume-rich southern hemisphere. This requires a combined effort of improvements both experimentally and theoretically. Much progress has recently been obtained by my group in Princeton before I returned to Europe. I propose to build upon those accomplishments, and to (1) Expand the data acquisition to the oceans by developing hydrophone-equipped floats, with the goal to improve data coverage in regions that are important to investigate heat flux: the plume-rich southern hemisphere in particular, (2) Combine different seismological data sets spanning a wide range of frequencies, with the goal to obtain tomographic images that allow for a quantitative estimate of heat flux (both upwards through plumes and downwards through the sinking of slab fragments), with emphasis on the boundary between upper- and lower mantle, (3) Exploit the extra resolution offered by the frequency-dependent sensitivity of body waves (multifrequency tomography), (4) Incorporate wavelet expansions into the tomographic inversion, with the aim to resolve more detail in the model where the data allow a higher resolution, (5) Obtain a multidisciplinary interpretation of new  tomographic results through interaction with geodynamicists and geochemists.","2500000","2009-02-01","2015-01-31"
"GLOSTAR","A Global View of Star Formation in the Milky Way","Karl M. Menten","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","Stars with more than about ten solar masses dominate galactic ecosystems and understanding the circumstances of their formation is one of the great challenges of modern astronomy. The spectacular HII regions they excite delineate the spiral arms of galaxies such as our own when seen face on making it clear that star formation and Galactic structure are intimately related. We propose to attain a Global View of Star Formation in the Milky Way in a powerful multi-pronged approach. Using VLBI observations of maser sources associated with young protostars, we will measure distances by trigonometric parallax to most of the dominant star forming regions in the Galaxy, which will reveal its spiral structure as well as faithfully represent the luminosity and masses of its constituents. A survey for submillimeter emission from dust, which we are presently pursuing, will deliver the locations of unseen deeply embedded protostars and protoclusters. We plan to combine this data with a comprehensive program to study the gaseous content of the protostellar regions and a very sensitive survey of the Galactic plane with the newly Expanded Very Large Array to find masers and hypercompact HII regions, pinpointing the very centers of the earliest star-forming activity. We also propose to study the infrared emission from more developed massive star clusters, deriving distance with the classic spectro-photometric method, properly calibrated with trigonometric parallaxes, and for the first time adapted to an extensive IR dataset. Our synoptic approach will utilize Europe s premier telescopes including ESO s VLT, the European VLBI Network, the APEX telescope, and ALMA to create a coherent, unique dataset with true legacy value for a global perspective on star formation in our Galaxy.","2355079","2010-05-01","2015-04-30"
"GLYCANAL","High-Throughput Cryogenic Spectroscopy for Glycan Analysis","Thomas RIZZO","ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE","Glycans, or oligosaccharides, are ubiquitous in biological systems. Because they decorate the surface of cells, they play a key role in virtually all cellular recognition processes and are implicated in almost every major disease.  Despite their importance, the characterization of glycan primary structure lags far behind that of proteins and DNA because of their intrinsic isomeric complexity. The isomeric nature of the monosaccharide building blocks, the stereochemistry of the glycosidic bond, the possibility of multiple attachment points, and the occurrence of isomeric branched structures all make glycans difficult to analyze.

Although mass spectrometry (MS) is one of the most sensitive approaches for glycan analysis, it has difficulty to distinguish all these various types of isomerisms. Ion mobility spectrometry (IMS) combined with MS has demonstrated some ability to identify glycan anomers and regioisomers, but cannot easily distinguish isomeric disaccharides, for example.

We have recently demonstrated that cryogenic infrared spectroscopy provides unique vibrational fingerprints of glycans that distinguishes all the various types of isomerism. When combined with simultaneous measurements of mass and ion mobility, these fingerprints can be tabulated in a database and used to identify a given glycan from a mixture. However, adding a spectroscopic dimension to ion mobility and mass measurements requires additional time, which hampers it use as an analytical tool. To use spectroscopic data for real-world glycan analysis, one must multiplex the measurement process and record the vibrational spectrum of many species simultaneously.

This project involves designing and constructing an instrument that combines state-of-the-art ion mobility separation, cryogenic ion spectroscopy, and time-of-flight mass spectrometry to perform high throughput analysis of glycan primary structure.  The success of this project would represent a tremendous breakthrough for glycoscience.","2499801","2018-09-01","2023-08-31"
"GMODGAMMADYNAMICS","Dynamics on homogeneous spaces, spectra and arithmetic","Elon Lindenstrauss","THE HEBREW UNIVERSITY OF JERUSALEM","We consider the dynamics of actions on homogeneous spaces of algebraic groups,
We propose to tackle the central open problems in the area, including understanding actions of diagonal groups on homogeneous spaces without an entropy assumption, a related conjecture of Furstenberg about measures on R / Z invariant under multiplication by 2 and 3, and obtaining a quantitative understanding of equidistribution properties of unipotent flows and groups generated by unipotents.

This has applications in arithmetic, Diophantine approximations, the spectral theory of homogeneous spaces, mathematical physics, and other fields. Connections to arithmetic combinatorics will be pursued.","1229714","2011-01-01","2016-12-31"
"GOCAT","Gold(III) Chemistry: Structures, Bonding, Reactivity and Catalysis","Manfred Bochmann","UNIVERSITY OF EAST ANGLIA","Maximising energy efficiency and competitiveness while minimising waste and environmental impact of chemical processes, from large scale commodities to fine chemicals and pharmaceuticals, depends crucially on catalysis, and in particular on our ability to tailor catalysts to specific needs. Gold catalysts have seen a meteoric rise in recent years (nearly 40,000 WOS citations in 2011). However, since gold was so long considered inert, major compound classes are unknown. For example, we recently synthesized the first thermally stable gold(III) hydrides, gold peroxides (the first for gold in any oxidation state) and gold(III) alkene complexes (while platinum analogues of the latter have been known since 1827). Based on >20 years of pioneering research into the identification of catalytically active species and homogeneous catalytic reaction mechanisms, our ground-breaking results will form the basis of an ambitious programme on gold chemistry to delineate the structures and reactivities of these major classes of complexes. Ligand design will be of crucial importance to achieve the stability required for catalytic and synthetic applications. We have also found unprecedented reactivity that links these complexes to the water splitting cycle and hydrogen generation. Structure-reactivity relationships and mechanisms will be established that provide the knowledge base for general applicability.  The outcomes will underpin synthetic methodology for fine chemicals and pharmaceuticals and impact on the materials and medicinal applications of gold complexes.","2439223","2014-02-01","2019-01-31"
"GRACE","Resource Bounded Graph Query Answering","Wenfei Fan","THE UNIVERSITY OF EDINBURGH","When we search for a product, can we find, using a single query, top choices ranked by Google and at the same time, recommended by our friends connected on Facebook? Is such a query tractable on the social graph of Facebook, which has over 1.31 billion nodes and 170 billion links? Is it feasible to evaluate such a query if we have bounded resources such as time and computing facilities? These questions are challenging: they demand a departure from the traditional query evaluation paradigm and from the classical computational complexity theory, and call for new resource-constrained methodologies to query big graphs.

This project aims to tackle precisely these challenges, from fundamental problems to practical techniques, using radically new approaches. We will develop a graph pattern query language that allows us to, e.g., unify Web search (via keywords) and social search (via graph patterns), and express graph pattern association rules for social media marketing. We will revise the conventional complexity theory to characterize the tractability of queries on big data, and formalize parallel scalability with the increase of processors. We will also develop algorithmic foundations and resource-constrained techniques for querying big graphs, by ""making big data small"". When exact answers are beyond reach in big graphs, we will  develop data-driven and query-driven approximation schemes to strike a balance between the accuracy and cost. As a proof of the theory, we will develop GRACE, a system to answer graph pattern queries on big GRAphs within bounded resourCEs, based on the techniques developed. We envisage that the project will deliver methodological foundations and practical techniques for querying big graphs in general, and for improving search engines and social media marketing in particular. A breakthrough in this subject will advance several fields, including databases, theory of computation, parallel computation and social data analysis.","2171524","2015-11-01","2020-10-31"
"GRACOL","Graph Theory: Colourings, flows, and decompositions","Carsten Thomassen","DANMARKS TEKNISKE UNIVERSITET","Graph theory is a relatively new branch of mathematics. Early sources of inspiration are Kirchhoff’s theory of electrical networks and the 4-color problem, both from the 19th century. In the 20th century graph theory was one of the most rapidly growing branches of mathematics with applications to theoretical computer science (design and analysis of algorithms), operations research (combinatorial optimization) and models in engineering and economics. The internet may be thought as a graph. There are also strong ties to geometry, topology, probability theory and logic.

The main subjects in the project are graphs in the plane and on higher surfaces, graph decomposition, the Tutte polynomial and the graph flow conjectures, and also combinatorial problems arising from differential geometry. The project is centered around applying new approaches to some classical problems in graph theory, in particular problems in chromatic graph theory and flow theory. In some sense these problems have an algebraic unification in the Tutte polynomial of two variables. The Tutte polynomial has as special valuations (fixing one of the variables) the chromatic polynomial (introduced in 1912 by Birkhoff) and the flow polynomial. More recently, the Tutte polynomial has also become of interest in statistical mechanics.

Among the specific problems to be investigated is Tutte’s 3-flow conjecture from the early 1970es, the problem if the flow polynomial can have arbitrarily large roots (motivated by Tutte’s 5-flow conjecture), the Merino-Welsh conjecture on the numbers of spanning trees, acyclic orientations and totally cyclic orientations, and Wegner’s conjecture from 1977 about squares of planar cubic graphs. We expect to get significant new insight (but not complete solutions) to the two notoriously hard flow conjectures of Tutte (both of which are also described in Wikipedia). We expect to almost solve the Merino-Welsh conjecture. We expect to completely solve the Wegner conjecture.","1518471","2013-02-01","2018-01-31"
"GRAPHALGAPP","Challenges in Graph Algorithms with Applications","Monika Hildegard Henzinger","UNIVERSITAT WIEN","This project has two thrusts of equal importance. Firstly, it aims to develop new graph algorithmic techniques, specifically in the areas of dynamic graph algorithms, online algorithms and approximation algorithms for graph-based optimization problems. Thus, it proposes to solve long-standing, fundamental problems that are central to the field of algorithms. Secondly, it plans to apply these techniques to graph algorithmic problems in different fields of application, specifically in computer-aided verification, computational biology, and web-based advertisement with the goal of significantly advancing the state-of-the-art in these fields. This includes theoretical work as well as experimental evaluation on real-life data sets.

Thus, the goal of this project is a comprehensive approach to algorithms research which involves both excellent fundamental algorithms research as well as solving concrete applications.","2428258","2014-03-01","2019-08-31"
"Graphene and Beyond","Theory of Two-Dimensional Materials: Graphene and Beyond","Vladimir Falko","LANCASTER UNIVERSITY","This projects aims to explore physics of the new class of materials: atomically thin films of layered crystals. Graphene, because of its extraordinary electronic properties, will be a major focus of this project. In view of application of graphene in electronics, we shall model electronic transport and dynamical properties of devices based upon epitaxial graphene (monolayer and bilayer), graphene deposited on atomically flat substrates, and chemically modified graphene. In the family of graphene, the bilayer allotrope is the less understood, though it has already been discovered to have quite unique electronic properties, and we shall develop theories of the electron-electron correlation effects, quantum transport and quantum Hall effect in bilayer graphene. But beyond graphene, we shall also investigate electronic properties of ultrathin films of hexagonal boron nitride on account of its insulating and optical properties, and on account of their use in hybrid devices such as graphene/h-BN based transistors. In parallel, we shall search for new opportunities in the world of two-dimensional materials beyond graphene. For this, we shall model theoretically electronic properties, correlations effects, optical properties, and electronic transport properties of single layers and bilayers of hexagonal transition-metal dichalcogenides with a broad range of composition and ultrathin films of bismuth-based trichalcogenides.","430271","2012-10-01","2013-10-31"
"GRAPHENOCHEM","Large Scale Production, Cloning, Chemical Functionalization and Materials Applications of Graphene","Andreas Hirsch","FRIEDRICH-ALEXANDER-UNIVERSITAET ERLANGEN NUERNBERG","We propose the development of modern wet chemical concepts for the mass production and chemical modification of graphene - a rapidly rising star on the horizon of materials science - opening the door for superior but still elusive applications such as transparent electrodes, field effect transistors, solar cells, gas sensors and polymer enforcement. Owing to its spectacular electronic properties graphene is expected to be the most promising candidate to replace classical Si-technology and no longer requires any further proof of its importance in terms of fundamental physics. However, fully exploiting the proposed applications requires the availability of processable graphene in large quantities, which generally has been considered to be an insurmountable challenge. This is where the GRAPHENOCHEM project sets in. Our laboratory has been pioneering and is at the forefront of carbon allotrope chemistry. After having investigated basic principles for the functionalization of the 0-dimensional fullerenes and the 1-dimensional carbon nanotubes, which lead to synthesis of numerous examples of derivatives with tailor made properties, we recently started successfully with the investigation of wet chemical approaches for the efficient production of graphene sheets using graphite as an inexpensive starting material. The strategy of GRAPHENOCHEM is to combine chemistry, nanotechnology and materials science to establish highly efficient protocols for the mass production of soluble graphene and the subsequent processing to a whole variety of thins films, composites and devices with outstanding properties. To our knowledge we are the first synthetic organic chemists facing this challenge. We propose to go through the following sequential key objectives, namely: Development of efficient protocols for the mass production of soluble single layer graphene, cloning of graphene, chemical functionalization and doping of graphene, and engineering of graphene based materials and devices.","1436400","2010-02-01","2015-01-31"
"GravBHs","A New Strategy for Gravity and Black Holes","ROBERTO ALEJANDRO EMPARAN GARCIA DE SALAZAR","UNIVERSITAT DE BARCELONA","General Relativity (GR) encompasses a huge variety of physical phenomena, from the collision of astrophysical black holes, to the dynamics (via holography) of strongly-coupled plasmas and the spontaneous symmetry-breaking in superconductors. Black holes play a central role in all this. However, their equations are exceedingly hard to solve. The apparent lack of a generic tunable parameter that allows to solve the theory perturbatively (like the electric coupling constant in electrodynamics, or the rank of the gauge group in large-N Yang-Mills theory) is arguably the single most important obstacle for generic efficient approaches to the physics of strong gravity and black holes. I argue that one natural parameter suggests itself: GR can be defined in an arbitrary number of dimensions D. Recently I have demonstrated that the limit of large D is optimally tailored for the investigation of black holes, classical and potentially also quantum. Explicit preliminary studies have proved that the concept is sound, powerful, and applicable even in four dimensions.
This encourages the pursuit of a full-scale program with two major goals:
(A) Reformulating GR and Black Hole physics around the large-D limit in terms of an effective membrane theory of black holes, coupled (non-perturbatively in 1/D) to an effective theory for gravitational radiation.
(B) Resolution of outstanding problems in gravitational physics, in particular of problems of direct relevance to cosmic censorship (critical collapse, endpoint of black brane instabilities), and of the quantum theory of black holes.
With the new tools of (A), a large number of additional problems in black hole physics and in holographic duality can be solved, which guarantee very substantial fallback objectives. These include black hole collisions, black hole phase diagrams, instabilities, holographic dynamics of finite-temperature systems, and potentially any problem that can be formulated in an arbitrary number of dimensions.","2138825","2016-10-01","2021-09-30"
"GravityLS","Large Scale Structure Constraints of General Relativity","Pedro Tonnies Gil Ferreira","THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD","The past decade has witnessed a phenomenal success in relativistic cosmology. It is now possible to constrain the structure, content and evolution of the Universe with an accuracy of a few percent. The current focus of cosmology is to understand some of the fundamental problems in physics such as: the accelerated expansion of the universe, the nature of dark energy and dark matter and the initial conditions of large scale structure. Key to addressing these problems is ascertaining the role general relativity plays in cosmology. While we now have remarkable astrophysical constraints on general relativity on milliparsec scales, we have no direct cosmological constraints on gigaparsec scales. Given the quality of the up and coming cosmological data, it is now time to tackle the challenge of constraining general relativity on large scales.

I propose a coordinated program to study, model and test general relativity with the aim of obtaining definitive constraints from cosmology. My programme will have three themes. A theoretical first theme will focus on developing a unified formalism for describing deviations from general relativity on cosmological scales.  A phenomenological second theme will develop the tools necessary to model the three main regimes of large scale structure: horizon size (or ultra-large) scales, the quasi-static scales (which most current surveys are targeting) and the non-linear scales. In the final, observational theme I will develop the tools needed for the data analysis of current and future cosmological surveys (such as redshift and weak lensing surveys) and a complete pipeline for the analysis of the Euclid, LSST and SKA next generation surveys. As a result I will determine the state of the art constraints on general relativity on cosmological scales and in doing so, definitively establish the role of gravity in the accelerated expansion of the universe.","2863366","2016-09-01","2021-08-31"
"GravQuantMat","Gravity, Black Holes and Strongly Coupled Quantum Matter","Jerome Gauntlett","IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE","States of matter in which the interactions between the microscopic constituents are both strong and quantum mechanical lie at the frontier of our understanding of nature. Such states appear in a wide variety of settings including high temperature superconductors, gases of cold atoms and the quark- gluon plasma created in the high-energy collisions of nuclei. Understanding the properties of such strongly coupled quantum matter poses huge conceptual challenges because standard perturbative techniques break down at strong coupling. In a remarkable development, the mathematical framework of string theory has provided a fundamentally new way to study strongly coupled quantum field theories using a dual, weakly coupled gravitational description. Furthermore, this duality states that the phase structure of the quantum field at finite temperature is precisely described by black hole geometries. The principal thrust of the proposal is to develop our understanding of these gravitational techniques in order to make contact with real world systems, particularly in condensed matter physics.

The proposal focuses on four main topics in this emerging, rapidly developing and interdisciplinary field. The first is to extend our understanding of known strongly coupled quantum critical ground states using gravitational solutions and also to search for new ones. The second is to map out the phase structure of strongly coupled quantum field theories at finite temperature by constructing a wide variety of new black hole solutions. Superconducting and spatially modulated phases will be a particular focus. Thirdly, fermion spectral functions will be calculated to extend our understanding of non-Fermi liquids, which are known to arise in many materials. The fourth topic is to explore the behaviour of strongly coupled systems in situations far from thermal equilibrium by studying the dynamical process of black hole formation.","1963542","2014-03-01","2019-02-28"
"GRBS","Gamma Ray Bursts as a Focal Point of High Energy Astrophysics","Tsvi Piran","THE HEBREW UNIVERSITY OF JERUSALEM","Gamma-Ray Bursts (GRBs), short and intense bursts of gamma-rays originating from random directions in the sky, are the brightest explosions in our Universe. They involve ultra-relativistic motion, huge magnetic fields, the strongest gravitational fields, acceleration of photons, neutrinos and cosmic rays to ultra high energies, the collapse of massive stars, mergers of neutron star binaries and formation of newborn black holes. They are at the focal point of relativistic high energy astrophysics and they serve as the best laboratory for extreme physics.    The internal-external shocks model was formulated to explain their inner working. This model had impressive successes in interpreting and predicting GRB properties. Still it had left many fundamental questions unanswered. Furthermore, recently it has been confronted with puzzling Swift observations of the early afterglow and it is not clear if it needs minor revisions or a drastic overhaul.  I describe here an extensive research program that deals with practically all aspects of GRB. From a technical point of view this program involves sophisticated state of the art computations on one hand, fundamental theory and phenomenological analysis of observations and data analysis on the other one.  My goal is to address both old and new open question, considering, among other options the possibility that the current model has to be drastically revised.  My long term goal, beyond understanding the inner working of GRBs, is to create a unified theory of accretion acceleration and collimation and of emission of high energy gamma-rays and relativistic particles that will synergize our understanding of GRBs, AGNs, Microquasars, galactic binary black holes SNRs and other high energy astrophysics phenomena. A second hope is to find ways to utilize GRBs to reveal new  physics that cannot be explored otherwise.","1933460","2009-01-01","2014-12-31"
"GREENEST","Gas turbine combustion with Reduced EmissioNs Employing extreme STeam injection","Christian Oliver Rudolf Martin Paschereit","TECHNISCHE UNIVERSITAT BERLIN","Global energy consumption is continuously increasing, leading to an increased world wide demand for new power generation installations in the near future. In order to protect the earth s climate, energy conversion efficiency and the use of sustainable resources have to be improved significantly to reduce the emission of the greenhouse gas CO2. To maintain our high standard of living and to enhance it for developing countries, the improved technologies have to be cost-neutral. Gas turbines play today a major role in energy generation. In the future, gas turbines will become even more important, when old coal-fired steam cycle power plants are replaced by integrated gasification plants. However, current gas turbine technology experiences a flattening technology curve and further increase in total efficiency at low NOx emissions is only achieved in incremental small steps. Additionally, current technology is not prepared to operate on hydrogen-rich fuels from biological resources or coal gasification. A new approach was developed that promises a significant improvement in efficiency and emissions and provides the ability to burn hydrogen-rich fuels. For operation on carbon-containing fuels, it enables CO2 capture at low cost. The concept is based on a high pressure air-steam gas turbine cycle using extremely high amounts of steam. The goal of the proposed project is to investigate the fundamentals of ultra wet combustion to develop the technology for a prototype combustor which is capable of burning natural gas, hydrogen and fuels from coal or biowaste gasification at low NOx emissions. Research will include the combustion process, the aerodynamic design, acoustics and control, combining the main disciplines of the Chair of Experimental Fluid Dynamics.","3137648","2010-07-01","2016-06-30"
