"project_acronym","project","main_researcher","institution","details_project","budget_project","date_start_project","date_end_project"
"LOQO-MOTIONS","Local quantum operations achieved through the motion of spins","John Julian Larrarte MORTON","UNIVERSITY COLLEGE LONDON","Spins have long been appreciated as versatile tools for studying coherent quantum phenomena in a range of materials and have emerged as powerful components for the development of technologies such as quantum information processors and sensors. Results from the past 5 years have shown that spins can exhibit exceptionally long coherence lifetimes (seconds for the electron spin, hours for the nuclear spin), and can be measured with high fidelity in a single shot and at the single spin level. These achievements provide strong motivation to address what remains an open challenge: how to controllably couple such coherent spins in a scalable manner. This goal is being vigorously pursued by many groups following approaches such as those based on exchange interactions between spins, or coupling spins to optical or microwave photons and measurement-based entanglement. However, each of these approaches carries formidable challenges and a clearly realisable route to a scalable technology is still currently lacking.

The aim of LOQO-MOTIONS is to exploit the long coherence times observed in spins of atomic defects in materials and open up a new approach for coupling spins based on dipolar interactions combined with physical motion to achieve local quantum operations. This approach is inspired by a recent blueprint for the implementation of a surface code using donors in silicon, permitting fault-tolerant operation even with the limited positional accuracy of ion implantation. LOQO-MOTIONS assembles a comprehensive set of tools required to explore and exploit physically mobile spins, including: versatile single- donor spin measurement, coupling of donor spins and optically-addressable defect spins, and cryogenic scanning of probe spins over static spins to generate entanglement. In addition to developing a new platform for engineering spin-spin couplings, LOQO-MOTIONS has strong synergies with spin-based magnetometry and nano-scale quantum sensing applications will be explored.","2264167","2018-02-01","2023-01-31"
"LRC","Laser Resonance Chromatography of Superheavy Metals","Mustapha Laatiaoui","JOHANNES GUTENBERG-UNIVERSITAT MAINZ","This project aims at developing a novel method of optical spectroscopy to study the wholly unexplored atomic structure of the superheavy transition metals, starting with element 103, lawrencium (Lr). My team will experimentally identify optical spectral lines that will serve as fingerprints in the search for superheavy elements in the universe. The spectral lines are strongly influenced by relativistic and quantum electrodynamic effects and thus will constitute powerful benchmarks for atomic modeling incorporated within this project. Furthermore, since the nuclear charge distribution influences the atomic structure, our experimental data will advance our understanding of the effects of nuclear shells and deformations on the stability of radionuclides at the top of the Segré chart.
While I recently opened up the atomic structure of element 102, nobelium, the new challenges faced are the refractory nature of the elements, which lay ahead, coupled with shorter half-lives and decreasing production yields. I propose to overcome these by developing an ultra-sensitive and fast Laser Resonance Chromatography (LRC) to set the new standard in optical spectroscopy. The LRC method combines the element selectivity and spectral precision of laser spectroscopy with cutting-edge technology of ion-mobility mass spectrometry. Based on high-accuracy atomic calculations, my team will optically probe the 1S0-3P1 ground-state transition in singly-charged 255Lr ions and record the distinct arrival times of the ions after passing a drift tube to identify the laser resonance signal. We will perform the experiments at leading in-flight facilities such as the GSI velocity filter SHIP and the new GANIL separator S3. 
Crucially, the LRC method will be insensitive to physicochemical properties and tolerant of the decreasing yields with increasing atomic number. This paves the way for atomic structure studies of the superheavy elements, in particular, those of refractory nature beyond lawrencium.","1999750","2019-06-01","2024-05-31"
"MAFRAN","Mathematical Frontiers in the Analysis of Many-particle Systems","Clement MOUHOT","THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE","The recent growing mathematical activity around the partial differential equations of kinetic theory has lead to deeper and deeper conceptual breakthroughs. This has opened new paths, and has created new frontiers with other cutting-edge fields of research.
These frontiers correspond to three combined levels: the dialogue with another world-leading research community; the uncovering of deep new connexions and methods through this interplay; the possibilities of making significant progresses on a fundamental open problem:
I. with the elliptic regularity community (regularisation for nonlocal collision operators, De Giorgi- Nash theory): the main challenge is the well-posedness of the Landau-Coulomb equation;
II. with the dispersive and fluid mechanics equations communities (nonlinear stability driven by phase mixing): the main challenge is the damping stability of non spatially homogeneous structures;
III. with the dynamical system and probability communities (mean-field and Boltzmann-Grad limits): the main challenge is the rigorous derivation of the fundamental equations of statistical mechanics on macroscopic times;
IV. with the applications to biology, ecology and statistical physics (emerging collective phenomena for open many-particle systems): the main challenge is the understanding of steady or propagation front solutions and their stability outside the realm of the 2d principle of thermodynamics.
These frontiers can rapidly lead to key advances with potential impact in mathematical analysis and fundamental physics (plasma physics, statistical mechanics); the work program Horizon 2020 would strongly benefit from the construction of a world-class research centre devoted to them. This is my objective in this project: I have played a key role in the opening of these frontiers, I propose new approaches, I have experience in building a research group, and the University of Cambridge, where I am based, would provide a unique supportive environment.","1950637","2017-09-01","2022-08-31"
"MAGALOPS","The MAgnetic field in the GALaxy, using Optical Polarization of Stars","Marijke Haverkorn van Rijsewijk","STICHTING KATHOLIEKE UNIVERSITEIT","What makes our Galaxy’s ecosystem so fascinating is the complex interactions between its components: stars, gas, dust, magnetic fields, and cosmic rays. Of these components, the Galactic magnetic field (GMF) may well be the most enigmatic. Only partially observable through indirect means, its study relies heavily on modeling, almost exclusively using line-of-sight integrated radio-polarimetric data.  Although much has been learned, many questions are still unanswered especially about the turbulent, small-scale field component and out-of-plane field. 

The crucial innovations proposed here are large independent data sets with 3D (distance) information – which can only be provided by stars polarized due to differential absorption by interstellar dust, with known distances – and more advanced Bayesian statistics which allows including prior knowledge and enables quantitative model comparison. 

I propose to use 2 new polarization surveys in the V (visual) band, resulting in polarimetry of millions of stars across the southern sky. With distance information provided by the GAIA satellite, this improves the current data situation by 3 orders of magnitude. We will test GMF models against all available data, employing a Bayesian inference software package which we are developing. In the process, we will produce the first 3D all-sky (out to absorption limits) dust distribution consistent with both UV/optical/near IR absorption and optical polarization.

This research will result in a next-generation GMF model that includes all observational GMF tracers and can use informative priors. It will allow mapping out interstellar magnetized turbulence in the Galaxy, instead of providing averaged parameters only, and understanding the interplay between the local GMF, gas and dust. Its legacy is a 1000x increased stellar polarization catalog, an all-sky 3D dust model, a bayesian sampler for GMF models, and a superior GMF model for use in cosmic ray modeling or foreground subtraction.","2000000","2018-09-01","2023-08-31"
"MAGIC","Monsoons of Asia caused Greenhouse to Icehouse Cooling","Guillaume Dupont-nivet","CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS","Unraveling the cause for Cenozoic global climate cooling is one of the most important unresolved questions challenging the Earth and Environmental sciences community today. Increased erosion and weathering of the uplifted Tibetan Plateau and Himalayas, is advocated as the primary cause for the enigmatic pCO2 drawdown, that led to global cooling 50 to 34 Myrs ago from the warm ice-free Greenhouse world to the bi-polar Icehouse conditions still prevailing today. Asian Monsoons are genetically linked to high orography associated with the India-Asia collision starting ca. 50 Myrs ago, however, the relation between Greenhouse to Icehouse cooling and Asian Monsoons remains to be explore as they were previously thought to intensify only much later ca. 25 Myrs ago. Our recent findings of monsoonal activity in Asia since at least 45 Myrs ago raises the fascinating possibility that Asian Monsoons may have triggered global cooling from Greenhouse to Icehouse conditions. Testing this novel hypothesis and exploring its implications on feedback mechanisms between regional environments, Asian Monsoons and global climate, will constitute the stimulating objectives of MAGIC. 3 PhDs will provide end-member monsoonal archives well-dated during greenhouse to icehouse cooling from 3 key locations (NE Tibet, SE Asia and Paratethys Sea). These will be analyzed by three postdocs expert in novel proxy methods tailored for MAGIC to infer temperatures, precipitation, salinity, seasonality, paleoaltimetry, wind-patterns, paleoecology and paleogeography at infra-annual, orbital and tectonic time scales. Ultimately, these records and boundary conditions will be integrated into climate models by a dedicated postdoc to unravel the role and behavior of Asian Monsoons with respect to long-term Greenhouse to Icehouse cooling, pCO2 levels as well as global hyperthermal and cooling event such as the PETM, MECO and EOT.","1999999","2015-09-01","2020-08-31"
"MAGMA","Melting And Geodynamic Models of Ascent","Boris Jozef Paul KAUS","JOHANNES GUTENBERG-UNIVERSITAT MAINZ","The production and migration of magma through the lithosphere results in spectacular geological processes such as volcanic eruptions, giant ore deposits, large magmatic intrusions, and is responsible for the formation of continents on Earth.
Since magmatic systems develop on timescales of millions of years and are not directly accessible, we have to reconstruct them indirectly, such as by studying exhumed magmatic intrusions, or by using geophysical methods. Interpreting these data is complicated, as geophysical techniques only give a present-day snapshot, whereas the geological record yields an incomplete picture of the underlying processes. As a result, most existing ideas on how magmatic systems work remain conceptual and are not necessarily consistent with the mechanics of the lithosphere, which hampers our understanding of such processes.
Here, we will develop and employ a new generation of 3D computer models to simulate the full magmatic system in arcs in a self-consistent manner, while taking both realistic rock rheologies and evolving melt chemistry into account. We will:
1. Derive mechanically-consistent interpretations of active magmatic plumbing systems by combining geophysical and petrological data with geodynamic inverse models.
2. Obtain insights into the physics of magma migration through arcs on geological timescales, by combining numerical simulations with geological constraints from exhumed arc roots, and by targeting several well-studied magmatic intrusions.
3. Unravel how arcs are built on geological timescales, what the role and the rates of magmatic differentiation processes are in this, and how this may have formed continental crust on Earth.
We can thus, for the first time, interpret the available data in a physically consistent manner. This will give deep insights in how magmatic systems develop over geological timescales and why only some evolve into large super-volcanoes.","1994250","2018-10-01","2023-09-30"
"MAGNESIA","The impact of highly magnetic neutron stars in the explosive and transient Universe","Nanda Rea","AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS","The gravitational wave window is now open. It is then imperative to build quantitative models of neutron stars that use all the available tracers to constrain fundamental physics at the highest densities and magnetic fields. The most magnetic neutron stars, the magnetars, have been recently suggested to be powering a large variety of explosive and transient events. The enormous rotational power at birth, and the magnetic energy they can release via large flares, put the magnetars in the (yet) hand-wavy interpretations of gamma-ray bursts, the early phases of double neutron star mergers, super-luminous supernovae, hypernovae, fast radio bursts, and ultra-luminous X-ray sources. However, despite knowing about 30 magnetars, we are lacking a census of how many we expect within the pulsar population, nor we have robust constraints on their flaring rates. The recent discovery of transient magnetars, of magnetar-like flares from sources with measured low dipolar magnetic fields and from typical radio pulsars, clearly showed that the magnetar census in our Galaxy is largely under-estimated. This hampers our understanding not only of the pulsar and magnetar populations, but also of them as possibly related to many of Universe’s explosive events. MAGNESIA will infer a sound Magnetar Census via an innovative approach that will build the first Pulsar Population Synthesis model able to cope with constraints/limits from multi-band observations, and taking into account 3D magnetic field evolution models and flaring rates for neutron stars. Combining expertise in multi-band observations, numerical modeling, nuclear physics, and computation, MAGNESIA will solve the physics, the observational systematic errors, and the computational challenges that inhibited previous works, to finally constrain the spin period and magnetic field distribution at birth of the neutron star population.","2263148","2019-06-01","2024-05-31"
"MaGRaTh","Matter and strong-field gravity: New frontiers in Einstein’s theory","VITOR MANUEL DOS SANTOS CARDOSO","INSTITUTO SUPERIOR TECNICO","Gravity is the weakest but the most intriguing fundamental interaction in the Universe. In the last decades a formidable intellectual effort has shown that the full-fledged geometric nature of gravity offers much more than a beautiful description and understanding of all stellar and galactic. In the quest for the ultimate theory of gravity, new and spectacular connections between high-energy physics, astrophysics, cosmology and theoretical physics have emerged. Triggered by breakthroughs at the observational, experimental and conceptual levels, strong gravity physics is experiencing a Golden Age, making it one of the most active fields of research of the 21st century. 

My group in Lisbon has been involved in groundbreaking research into the nature of strong-field effects in curved spacetime with applications in various fields, thus establishing international leadership in the field. This proposal aims at understanding, 
via perturbative techniques and full-blown nonlinear evolutions, the strong-field regime of gravity, and includes challenging nonlinear evolutions describing gravitational collapse, compact binary inspirals and collisions in the presence of fundamental fields. The proposed programme will significantly advance our knowledge of Einstein's field equations and their role in fundamental questions (e.g. cosmic censorship, hoop conjecture, spacetime stability, no hair theorems), but also its interplay with high energy, astro and particle physics (testing the precise nature of the interaction between compact objects and matter --such as dark matter candidates or accretion disks-- and its imprint on gravitational wave emission, understanding gravitational-led turbulence,etc).

This is a cross-cutting and multidisciplinary program with an impact on our understanding of gravity at all scales, on our perception of black hole-powered phenomena and on gravitational-wave and particle physics.","1588817","2015-12-01","2020-11-30"
"MagTendon","Magnetically Assisted Tissue Engineering Technologies for Tendon Regeneration","Maria Manuela ESTIMA GOMES","UNIVERSIDADE DO MINHO","The poor healing ability of tendons, which play a critical role in the musculoskeletal system, as well as the limitations of currently used therapies have motivated tissue engineering (TE) strategies to develop living tendon substitutes. However, the limited knowledge on tendon development and healing processes has hindered the design of TE procedures that more closely recapitulate tendon morphogenesis. Extending beyond the state-of-the-art, MagTendon will explore conventional and innovative tools such as multimaterial 3 dimensional (3D) bioprinting to design magnetic responsive systems mimicking specific aspects of tendon tissue architecture, composition and biomechanical properties, which, combined with adequate stem cells, will render appropriate behavioural instructions to stimulate the regeneration of tendon tissue. Stem cell bioengineering approaches based on superparamagnetic nanoparticles (SPMNs), namely cell sorting, mechanoreceptors targeting and cell programming, will be used to unveil the cellular signalling pathways that trigger the tenogenic differentiation of the widely and easily obtained human adipose derived stem cells. Simultaneously, the 3D cell-laden magnetic system shall enable sophisticated 3D tissue models to unravel mechanisms behind tendon homeostasis and repair that will support the base knowledge to establish rational design criteria for the biofabrication of living tendon substitutes with the adequate signaling and structural cues to recapitulate tendon tissue developmental patterns. Therefore, the ground-breaking nature of the research proposed relies on the development of disruptive technological concepts for obtaining unique cell-laden 3D magnetically responsive systems that recapitulate key features of the native tissue and that can be further remotely modulated both in vitro and in vivo by the application of external magnetic stimuli, offering the prospect of tendon regeneration as opposed to simple tissue repair.","1999854","2018-05-01","2023-04-30"
"MAIDEN","Masses, isomers and decay studies for elemental nucleosynthesis","Anu KANKAINEN","JYVASKYLAN YLIOPISTO","About half of the elements heavier than iron have been produced via the rapid neutron capture process, the r process. Its astrophysical site has been one of the biggest outstanding questions in physics. Neutrino-driven winds from proto-neutron stars created in core-collapse supernovae were long considered as the most favourable site for the r process. Recently, neutron-star mergers have become the most promising candidates, and new exciting observations from these compact objects, such as gravitational waves, are expected in the coming years. In order to constrain the astrophysical site for the r process, nuclear binding energies (i.e. masses) of exotic neutron-rich nuclei are needed because they determine the path for the process and therefore have a direct effect on the final isotopic abundances. In this project, high-precision mass measurements will be performed in three regions relevant for the r process, employing novel production and measurement techniques at the IGISOL facility in JYFL-ACCLAB. Long-living isomeric states, which also play a role in the r process, will be resolved from the ground states to obtain accurate mass values. Post-trap decay spectroscopy will be performed to confirm which state has been measured in order to avoid systematic uncertainties in the mass values. The new data will be compared with theoretical mass models and included in r-process calculations performed for various astrophysical sites. MAIDEN will advance our knowledge of nuclear structure far from stability and reduce nuclear data uncertainties in the r-process calculations, which can potentially constrain the astrophysical site for the r process and lead to a scientific breakthrough in our understanding of the origin of elements heavier than iron in the universe.","1999575","2018-06-01","2023-05-31"
"MarineIce","Ice Nucleating Particles in the Marine Atmosphere","Benjamin John Murray","UNIVERSITY OF LEEDS","The formation of ice in clouds is fundamentally important to life on our planet since clouds play a key role in climate and the hydrological cycle. Despite the significance of ice formation, our quantitative understanding of sources, properties, mode of action and transport of Ice-Nucleating Particles (INP) is poor. In order to improve our representation of clouds in models we need to understand the ice-nucleating ability of all major aerosol types, including those from the world’s oceans.

Despite oceans covering over 70% of the planet and sea spray being one of the dominant aerosol types in the atmosphere, its role in the formation of ice in clouds remains poorly understood. There are strong indications that biological organic components of sea spray can nucleate ice, but there is a lack of data to quantify it. In contrast, the ice-nucleating ability of major aerosol species from terrestrial sources, such as mineral dusts or bacteria, has received significant attention over the past few decades. A similar effort now needs to be made to understand marine INP. The key limitation to accurately representing INP in models over the world’s oceans is the lack of field data, a deficiency which I intend to address during this ERC fellowship.

I propose to develop and deploy a new semi-autonomous INP instrument based on novel microfluidics technology which will cover the full range of mixed phase cloud conditions, unlike existing instruments. It will be housed in a unique highly instrumented mobile laboratory, which will allow us to access the remote oceans from atmospheric observatories and research ships. The data from these campaigns will be used to constrain the oceanic INP source and define the spatial and temporal distribution of marine INP in a state-of-the-art global aerosol model. In combination, these activities will allow us to quantify this potentially important source of INP which is needed to underpin the next generation of weather and climate models.","2681881","2015-08-01","2020-07-31"
"MARS","Electronic Order, Magnetism, and Unconventional Superconductivity probed in Real-Space","Christian Peter Hess","LEIBNIZ-INSTITUT FUER FESTKOERPER- UND WERKSTOFFFORSCHUNG DRESDEN E.V.","The interplay of electronic order with antiferromagnetism and superconductivity has recently emerged as a vital question for rationalizing the physics of all classes of unconventional superconductors. The electronic order is rarely sufficiently long-range correlated to render it susceptible for diffraction techniques. Instead, a local probe is usually required to detect it experimentally. It is clear, however, that such a probe must provide sensitivity at the same time to electronic order, superconductivity, and static magnetism for clarifying the interplay between these ordering phenomena. The only experimental technique which is capable of fulfilling these requirements simultaneously is spin-polarized scanning tunneling microscopy (SP-STM). This technique utilizes spin-polarized tunneling currents in order to measure signatures of electronic order, superconducting gaps, and the magnetic structure at the atomic scale. To the best of our knowledge, SP-STM has never been applied to unconventional superconductors, despite the mandatory necessity.

Exactly this is the goal of the MARS project: We want to combine SP-STM, which we recently established in our microscopes, with our experience in scanning tunneling microscopy on unconventional superconductors. We will apply highest-resolution SP-STM systematically to prototype representatives of the most important classes of unconventional superconductors, viz. cuprate, iron-arsenide, and heavy-fermion superconductors. For this purpose, a unique milli-Kelvin scanning tunneling microscope will be built, in order to achieve unprecedented resolution in spin-polarization, energy, and real-space.","2747025","2015-09-01","2020-08-31"
"MarsFirstWater","The physicochemical nature of water on early Mars","Alberto Gonzalez Fairen","AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS","Concepts of large bodies of glacial ice and liquid standing water, a robust hydrological cycle, and a rich Martian history of climate change are part of the current consensus model for early Mars. However, questions still poorly constrained include: a precise understanding of the inventory of water during the first billion years of Mars history and its early evolution on both global and local scales; whether liquid or solid H2O dominated, for what duration of time and where the water resided; what were the host-rock weathering rates and patterns and the physicochemical parameters defining such interactions; what specific landforms and mineralogies were generated during those periods; and what implications all these processes had on the possible inception of life on Mars. These fundamental questions represent large uncertainties and knowledge gaps. Therefore, a quantitative understanding of the basic characteristics of water on early Mars is very much needed and is the focus of this proposal.
This application outlines a plan for my research in the next five years, and explains how I propose to fully characterize the aqueous environments of early Mars through a quantitative and truly interdisciplinary investigation. Spacecraft mission-derived datasets will be consistently used to test hypotheses through paleogeomorphological reconstructions, geochemical modeling, mineralogical studies, and astrobiological investigations. The derived results will produce hard constraints on the physical evolution, chemical alteration and habitability of surface and near-surface aqueous environments on early Mars. The planned investigations will benefit from the combination of working with first-hand data from ongoing Mars missions and with the state-of-the-art laboratory tools at the host institution. The final expected result will be a complete understanding of the physicochemical nature of water on early Mars, also opening new paths for the astrobiological exploration of the planet.","1998368","2019-06-01","2024-05-31"
"MassiveCosmo","Massive Gravity and Cosmology","Claudia Anna DE RHAM","IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE","The ambition of this research program is to challenge the nature of gravity, provide an alternative to dark energy, and pave the way towards a potential resolution of one the most tantalizing problems of physics today: The Old Cosmological Constant Problem.

As General Relativity celebrates its centennial, its predictive successes and its status as our most elegant theory of gravity are incontrovertible. Nevertheless, while the recent discovery of the late-time acceleration of the Universe is in perfect agreement with observations, the 120 orders of magnitude discrepancy between expectations and observations is one of today's most challenging puzzles and may be the sign of new physics to uncover. This conundrum has driven the development of dark energy models as alternative sources for acceleration, but many of them suffer from a similar discrepancy and require an unnatural tuning of their parameters. Despite decades of attempts, the Old Cosmological Constant Problem remains yet unsolved.

This program proposes a distinct direction to address this problem and to explain the acceleration of the Universe where the graviton, the particle carrier of gravity, has a mass, or is effectively massive. Not only will this open a new panorama for cosmology, it will also answer the fundamental question of the nature of the graviton. Signatures and constraints will be derived through astrophysical and cosmological probes.

While striving to address these fundamental challenges, the program will also elucidate new aspects of massive gravity by establishing its theoretical viability and embedding as an effective field theory.  These developments will feed into new breakthroughs that have recently emerged from massive gravity.

As major missions and experiments are underway to probe dark energy and to detect gravitational waves, there is no better time to question gravity at the fundamental level, to provide alternatives to dark energy and to determine their unique signatures.","1975829","2017-05-01","2022-04-30"
"MASSLIP","Systems Medical Diagnostics by In-vivo Ambient Mass Spectrometric Profiling of Tissue Lipidome","Zoltan Takats","IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE","""The objective of the proposal is the development of ambient mass spectrometric methods for the characterisation of mucosal metabolome and lipidome. While recent advent of ambient MS provided new means for in-situ and imaging analyses and led to the development of real-time, in-vivo MS characterisation of tissues, there are no methods available for minimally invasive testing of mucosal surfaces including the associated microflora. Human mucosa-associated microbiome (with special emphasis on the gastrointestinal microbiota) has been recently demonstrated to play a key role in the pathogenesis of localised (cancer, chronic inflammatory disease) and systemic (hypertension, diabetes, obesity) conditions. While the microbiota interacts with the host mostly via production of a variety of metabolites, currently there is no method available for the in-situ metabolic profiling of mucosa. The envisioned methods will presumably fill this gap, by providing a technique for the diagnosis of a wide range of diseases ranging from acute infections through cancer to dysbiotic conditions of the microflora leading to chronic illnesses.
In the current proposal we put forward the development of different ambient ionisation setups utilising Jet Desorption Ionisation, Sonic Spray Ionisation and Rapid Evaporation Ionisation MS covering a broad range of invasiveness. We plan to combine the methods with standard endoscopic tools and develop the concept of ´chemically aware´ or intelligent endoscopic device capable of the unambiguous identification of pathological conditions of the mucosa. Since the metabolic profile-based identification approach requires large authentic datasets, we plan to create both histopathological and bacterial spectral databases with histological and 16SrRNA-based validation. The proposal also comprises the development of novel multivariate statistical analysis workflows and data fusion algorithms allowing rapid and accurate identification using multimodal MS datasets.""","1997663","2014-06-01","2019-05-31"
"MatEnSAP","Semi-Artificial Photosynthesis with Wired Enzymes","Erwin Reisner","THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE","Nature has been harnessing solar energy to drive endergonic life-sustaining reactions such as photosynthesis for billions of years. However, the overall biological processes are inefficient despite the evolution of efficient enzymes for carrying out specific reactions. Currently, there is an urgent need to develop superior strategies for the large scale conversion of solar energy into a renewable chemical fuel through artificial photosynthesis, which uses the same fundamental science as natural photosynthesis. Here we integrate the strengths of both natural and artificial photosynthesis to explore novel pathways for efficient solar-to-chemical conversion, which are otherwise inaccessible to either field alone.

In aim 1, we develop advanced materials and strategies for the rational integration of photosynthetic enzymes into photoelectrochemical cells. A platform will be established in which enzymes can be artificially coupled to light absorbers, and also be wired together to perform novel chemical reactions.

In aim 2, we adapt advanced analytical techniques, including scanning electrochemical microscopy and time-resolved spectroscopy, to gain mechanistic insights into the nature, extent, and mechanism of the enzyme-material interaction. This will aid rational cell design and shed light into reaction bottlenecks.

In aim 3, we wire the enzyme-electrodes together in rational combinations to arrive at novel and efficient pathways for performing solar-to-fuel conversions. We will demonstrate the efficient coupling of solar energy harvesting with water oxidation and proton/carbon dioxide reduction.

This integrated approach will lead the emergent field of semi-artificial photosynthesis beyond conventional solar fuels research. It will probe into the strengths and weaknesses of biological processes, and be used to explore how other processes (e.g. nitrogen fixation, C–H bond activation) can be more efficiently re-wired or be coupled to photochemistry.","1960289","2016-10-01","2021-09-30"
"Mathador","Type and Proof Structures for Concurrent Software Verification","Aleksandar Nanevski","FUNDACION IMDEA SOFTWARE","Verification of concurrent software is a notoriously difficult subject, whose complexities stem from the inability of the existing verification methods to modularize, and thus divide-and-conquer, the verification problem.

Dependent types are a formal method well-known for its ability to modularize and scale complex mathematical proofs. But, when it comes to programming, dependent types are considered limited to the purely functional and terminating programming model.

The grand challenge of this project is to remove the limitation and scale dependent types to support implementation of stateful concurrent programs, and their correctness proofs, simultaneously. By applying the modularizing power of dependent types to both programs and proofs, the project will obtain novel and scalable foundations for the field of concurrent software verification.

Writing mechanized proofs of software, concurrent or otherwise, is generally considered infeasible. But if one chooses the right linguistic abstractions to express the proofs, we argue that it does not have to be so. This observation is supported by our encouraging preliminary results. The project will discover further novel linguistic abstraction that facilitate engineering of practically feasible formal proofs, and experimentally evaluate them by mechanically verifying extensive concurrent programs drawn from realistic applications, such as concurrent garbage collectors, OS kernels, and popular open-source concurrent libraries.

The project is high risk because it proposes novel foundations for concurrent software verification, whose development requires deep intertwining of logic and program semantics theory, with significant hands-on implementation and experimentation with formal proofs. But it is also high gain, as scaling concurrent software verification is the most significant open problem of present-day programming languages and semantics research.","1999895","2017-04-01","2022-03-31"
"MaTissE","Magnetic approaches for Tissue Mechanics and Engineering","Claire Wilhelm","UNIVERSITE PARIS DIDEROT - PARIS 7","""While magnetic nanomaterials are increasingly used as clinical agents for imaging and therapy, their use as a tool for tissue engineering opens up challenging perspectives that have rarely been explored. Lying at the interface between biophysics and nanomedicine, and based on magnetic techniques, the proposed project aims to magnetically design functional tissues and to explore the tissular fate of nanomaterials. Magnetic nanoparticles will be safely introduced into therapeutic cells, thus allowing them to be remotely manipulated by external magnets. 3D manipulations of the magnetized cells (patented in 2012) will be used to form tissues with a controlled size and shape through the development of a unique magnetic bioreactor.  In a self-integrating all-in-one process, 3D tissue will be shaped from cellular ""bricks"" without the need for a scaffold. The magnetic tissue will be amenable to mechanical stimulation and in situ imaging at each step of its maturation. The project is inherently multidisciplinary:
1) From a biophysics standpoint, controlled tissue stimulation, forced cell alignment, and mapping of cell-cell forces, will be used to answer pressing questions on the role of physical stresses in cell and tissue functions, such as differentiation.
2) From a regenerative medicine standpoint, this magnetic technology will be applied to cartilage and cardiac tissue repair. The functionality of the constructs and their centimetric size range, combined with a surgeon-friendly tissue handling with a dedicated magnetic tool, and the inherent magnetic resonance imaging properties of the constructs will be major advantages for clinical translation.
3) From a nanomaterials standpoint, nanomaterial fate will be explored in situ using nanomagnetic methods, both at the tissue scale (macroscopic) and at the nanoscale. This is a necessary corollary for the use of nanomaterials in regenerative medicine, and one that is largely unexplored.""","1589000","2015-07-01","2020-12-31"
"MDFT","Mathematics of Density Functional Theory","Mathieu LEWIN","CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS","Density Functional Theory (DFT) is one of the most famous methods used in quantum physics and chemistry to describe matter at the microscopic scale. The purpose of the proposal is to investigate the mathematical foundations of this theory. The questions which have to be solved involve advanced tools from nonlinear analysis, partial differential equations, spectral theory, optimal transport, and numerical analysis. Several have stayed unsolved for many years. The project is prone to have an impact in many areas of mathematics, as well as in physics and chemistry.

The proposal is divided into three main tasks. The first is focused on some important questions on the foundations of DFT, including excited states, its time-dependent formulation, and the local density approximation based on the uniform electron gas model. DFT can be formulated as an inverse problem, the main question being to find the external potential knowing only the density of particles in the system. We will investigate the invertibility of the potential-to-density map, both in the stationary and time-dependent cases.

The second task deals with the derivation of simple DFT models from the true Schrödinger equation, a problem which has been largely discussed in the literature. We will work on the most challenging open questions, including for instance the relativistic Scott correction, or the proof of Bose-Einstein condensation for an infinite Bose gas in the mean-field limit.

Finally, in the last task we study some particular DFT models, which are particularly challenging from the mathematical point of view. This includes for example a highly nonlinear model for neutrons and protons, infinite crystals with deterministic and random perturbations, and a time-dependent electromagnetic field solving Maxwell's equations coupled to the quantized Dirac quantum vacuum.","1534159","2017-09-01","2022-08-31"
"MechaDynA","Multi-scale mechanics of dynamic leukocyte adhesion","Felix Emilio RICO CAMPS","UNIVERSITE D'AIX MARSEILLE","Leukocytes, white blood cells, patrol the vascular wall of our vessels in search of sites of inflammation. In the so-called leukocyte adhesion cascade, leukocytes flowing at high velocities (up to mm/s) impact the vessel wall, roll at µm/s, and finally migrate at nm/s to the site of inflammation. They are thus subjected to mechanical forces from sub-msec to several minutes. Complete understanding of the physical processes behind leukocyte adhesion requires an approach over multiple length and time scales, from single protein molecules to the whole cell. This is far from being established due, in part, to the lack of techniques covering the wide range of length and time scales involved. We have recently implemented high-speed atomic force microscopy (HS-AFM) to perform force spectroscopy measurements on biological samples with microsec time resolution. The novel acoustic force spectroscopy (AFS) traps hundreds of particles in parallel allowing hours-long measurements on single molecules.
MechaDynA proposes to develop and apply these two novel nanotools to allow force measurements on living cells with the goal of obtaining a complete, multi-scale picture of the physics behind the leukocyte adhesion cascade over the widest dynamic range (µs-min). This will require development of HS-AFM technology and coupling with advanced optical microscopy. We will probe the binding strength of single adhesion complexes, and membrane and cytoskeleton mechanics at physiologically relevant time scales not explored so far. Technologically, it will establish HS-AFM and AFS as force measurement tools for living cells covering the widest temporal range. This will open the door to unexplored physical phenomena in cell biology, biological physics and soft condensed matter. Biomedically, the expected outcomes will provide a mechanistic description of the physical phenomena in leukocyte immune response that may lead to better diagnosis and therapeutics.","2068959","2018-09-01","2023-08-31"
